"","bikeshop.name","location","product.id","model","description","sales","order.id","sales_date","product_count"
"5537","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,856,"2013-05-28",1
"5538","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,864,"2013-05-31",1
"5539","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,897,"2013-06-21",1
"5540","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,905,"2013-06-26",1
"5541","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,915,"2013-06-28",1
"5542","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,977,"2013-08-15",1
"5543","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,1034,"2013-10-02",1
"5544","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,1096,"2013-12-24",1
"5545","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,1116,"2014-01-21",1
"5546","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,1180,"2014-03-31",1
"5547","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,1539,"2015-02-09",1
"5548","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,1725,"2015-05-19",1
"5549","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,1728,"2015-05-19",1
"5550","Kansas City 29ers","Kansas City, KS",29,"Synapse Carbon Ultegra 4","Road - Endurance Road - Carbon",2660,1975,"2015-12-02",3
"5551","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,34,"2011-02-16",1
"5552","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,77,"2011-04-06",2
"5553","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,111,"2011-04-26",1
"5554","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,318,"2011-12-21",1
"5555","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,414,"2012-04-04",1
"5556","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,509,"2012-06-27",1
"5557","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,524,"2012-07-12",1
"5558","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,554,"2012-08-06",1
"5559","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,631,"2012-11-12",1
"5560","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,638,"2012-11-16",1
"5561","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,705,"2013-02-19",3
"5562","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,864,"2013-05-31",1
"5563","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1082,"2013-11-28",1
"5564","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1096,"2013-12-24",1
"5565","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1412,"2014-09-02",1
"5566","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1457,"2014-10-01",1
"5567","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1521,"2015-01-16",1
"5568","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1539,"2015-02-09",1
"5569","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1658,"2015-04-16",1
"5570","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1683,"2015-04-27",1
"5571","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1728,"2015-05-19",1
"5572","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1799,"2015-06-30",1
"5573","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1841,"2015-08-04",1
"5574","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1881,"2015-08-28",1
"5575","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1895,"2015-09-09",1
"5576","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1923,"2015-10-09",1
"5577","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1975,"2015-12-02",1
"5578","Kansas City 29ers","Kansas City, KS",30,"Synapse Carbon Disc 105","Road - Endurance Road - Carbon",2660,1995,"2015-12-23",1
"5579","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,77,"2011-04-06",1
"5580","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,281,"2011-11-02",1
"5581","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,285,"2011-11-08",1
"5582","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,318,"2011-12-21",3
"5583","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,414,"2012-04-04",1
"5584","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,518,"2012-07-05",1
"5585","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,658,"2012-12-14",1
"5586","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,700,"2013-02-12",2
"5587","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,805,"2013-04-29",3
"5588","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,861,"2013-05-30",1
"5589","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,864,"2013-05-31",1
"5590","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,921,"2013-07-05",1
"5591","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,1115,"2014-01-15",1
"5592","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,1344,"2014-07-08",1
"5593","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,1520,"2015-01-13",1
"5594","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,1636,"2015-04-06",1
"5595","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,1687,"2015-04-28",1
"5596","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,1717,"2015-05-15",2
"5597","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,1757,"2015-06-09",1
"5598","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,1799,"2015-06-30",1
"5599","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,1820,"2015-07-15",2
"5600","Kansas City 29ers","Kansas City, KS",31,"Synapse Carbon 105","Road - Endurance Road - Carbon",2240,1978,"2015-12-04",1
"5601","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,348,"2012-02-09",1
"5602","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,414,"2012-04-04",1
"5603","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,539,"2012-07-24",1
"5604","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,540,"2012-07-25",1
"5605","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,596,"2012-09-26",1
"5606","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,790,"2013-04-18",1
"5607","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,791,"2013-04-19",1
"5608","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,864,"2013-05-31",1
"5609","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,938,"2013-07-17",2
"5610","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,1034,"2013-10-02",1
"5611","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,1106,"2014-01-01",1
"5612","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,1344,"2014-07-08",3
"5613","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,1363,"2014-07-22",1
"5614","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,1636,"2015-04-06",1
"5615","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,1656,"2015-04-15",2
"5616","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,1923,"2015-10-09",6
"5617","Kansas City 29ers","Kansas City, KS",32,"Syapse Carbon Tiagra","Road - Endurance Road - Carbon",1840,1995,"2015-12-23",1
"5618","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,77,"2011-04-06",1
"5619","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,90,"2011-04-14",1
"5620","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,130,"2011-05-13",1
"5621","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,206,"2011-07-19",1
"5622","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,344,"2012-02-03",1
"5623","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,348,"2012-02-09",1
"5624","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,524,"2012-07-12",1
"5625","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,700,"2013-02-12",1
"5626","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,722,"2013-03-08",1
"5627","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,762,"2013-04-01",2
"5628","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,859,"2013-05-29",1
"5629","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,985,"2013-08-23",1
"5630","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1121,"2014-01-29",1
"5631","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1185,"2014-04-03",1
"5632","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1344,"2014-07-08",2
"5633","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1443,"2014-09-22",3
"5634","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1494,"2014-11-20",2
"5635","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1521,"2015-01-16",1
"5636","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1539,"2015-02-09",1
"5637","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1683,"2015-04-27",2
"5638","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1695,"2015-05-04",1
"5639","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1713,"2015-05-14",2
"5640","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1749,"2015-06-04",1
"5641","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1772,"2015-06-16",1
"5642","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1779,"2015-06-19",1
"5643","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1923,"2015-10-09",1
"5644","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1952,"2015-11-10",1
"5645","Kansas City 29ers","Kansas City, KS",33,"Synapse Disc Adventure","Road - Endurance Road - Aluminum",2130,1975,"2015-12-02",1
"5646","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,169,"2011-06-22",1
"5647","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,245,"2011-09-09",1
"5648","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,348,"2012-02-09",1
"5649","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,359,"2012-02-21",1
"5650","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,554,"2012-08-06",1
"5651","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,561,"2012-08-10",1
"5652","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,631,"2012-11-12",1
"5653","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,705,"2013-02-19",1
"5654","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,826,"2013-05-10",1
"5655","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,841,"2013-05-17",1
"5656","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,921,"2013-07-05",3
"5657","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,1160,"2014-03-10",1
"5658","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,1443,"2014-09-22",1
"5659","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,1471,"2014-10-17",2
"5660","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,1478,"2014-10-28",2
"5661","Kansas City 29ers","Kansas City, KS",34,"Synapse Disc 105","Road - Endurance Road - Aluminum",1570,1520,"2015-01-13",1
"5662","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,47,"2011-03-03",1
"5663","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,112,"2011-04-26",1
"5664","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,359,"2012-02-21",1
"5665","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,360,"2012-02-22",1
"5666","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,423,"2012-04-13",2
"5667","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,539,"2012-07-24",1
"5668","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,584,"2012-09-12",1
"5669","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,638,"2012-11-16",1
"5670","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,739,"2013-03-18",1
"5671","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,805,"2013-04-29",1
"5672","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,921,"2013-07-05",1
"5673","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1077,"2013-11-26",1
"5674","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1087,"2013-12-06",1
"5675","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1116,"2014-01-21",1
"5676","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1344,"2014-07-08",1
"5677","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1412,"2014-09-02",1
"5678","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1521,"2015-01-16",1
"5679","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1549,"2015-02-12",1
"5680","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1563,"2015-02-20",2
"5681","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1636,"2015-04-06",1
"5682","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1683,"2015-04-27",1
"5683","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1799,"2015-06-30",1
"5684","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1804,"2015-07-06",1
"5685","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1881,"2015-08-28",1
"5686","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1964,"2015-11-20",1
"5687","Kansas City 29ers","Kansas City, KS",35,"Synapse Disc Tiagra","Road - Endurance Road - Aluminum",1250,1978,"2015-12-04",1
"5688","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,100,"2011-04-19",1
"5689","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,112,"2011-04-26",1
"5690","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,122,"2011-05-05",1
"5691","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,318,"2011-12-21",1
"5692","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,327,"2012-01-12",2
"5693","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,339,"2012-01-27",1
"5694","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,488,"2012-06-12",2
"5695","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,561,"2012-08-10",1
"5696","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,648,"2012-12-04",4
"5697","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,657,"2012-12-14",1
"5698","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,724,"2013-03-11",1
"5699","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,727,"2013-03-12",1
"5700","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,837,"2013-05-16",1
"5701","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,864,"2013-05-31",1
"5702","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,1185,"2014-04-03",1
"5703","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,1376,"2014-07-31",1
"5704","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,1471,"2014-10-17",1
"5705","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,1565,"2015-02-23",1
"5706","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,1673,"2015-04-22",1
"5707","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,1683,"2015-04-27",1
"5708","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,1772,"2015-06-16",1
"5709","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,1808,"2015-07-07",2
"5710","Kansas City 29ers","Kansas City, KS",36,"Synapse Sora","Road - Endurance Road - Aluminum",1030,1923,"2015-10-09",1
"5711","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,285,"2011-11-08",1
"5712","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,380,"2012-03-07",1
"5713","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,524,"2012-07-12",1
"5714","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,539,"2012-07-24",3
"5715","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,549,"2012-08-02",1
"5716","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,614,"2012-10-15",1
"5717","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,638,"2012-11-16",2
"5718","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,727,"2013-03-12",6
"5719","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,758,"2013-03-29",1
"5720","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,928,"2013-07-11",2
"5721","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,985,"2013-08-23",1
"5722","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1000,"2013-09-04",1
"5723","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1034,"2013-10-02",2
"5724","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1185,"2014-04-03",5
"5725","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1232,"2014-05-09",1
"5726","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1322,"2014-06-25",1
"5727","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1412,"2014-09-02",1
"5728","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1476,"2014-10-22",1
"5729","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1478,"2014-10-28",1
"5730","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1521,"2015-01-16",1
"5731","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1673,"2015-04-22",1
"5732","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1695,"2015-05-04",1
"5733","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1799,"2015-06-30",1
"5734","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1895,"2015-09-09",2
"5735","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1913,"2015-09-23",1
"5736","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1923,"2015-10-09",1
"5737","Kansas City 29ers","Kansas City, KS",37,"Synapse Claris","Road - Endurance Road - Aluminum",870,1938,"2015-10-29",1
"5738","Kansas City 29ers","Kansas City, KS",38,"Slice Hi-Mod Black Inc.","Road - Triathalon - Carbon",7000,1579,"2015-03-02",1
"5739","Kansas City 29ers","Kansas City, KS",39,"Slice Hi-Mod Dura Ace D12","Road - Triathalon - Carbon",4500,169,"2011-06-22",1
